author_id,docs_per_author
aaa8cd868e968c94011821c4fdbbe0960a0812980c743c6334bdc69004e3c452,2
aaa6752c21e5e7c0ac23c4283bb0247b7de9acb41fcaa0e14f94285a16ad8824,2
aa9c540ee70f09793227015201e649b1c389440e0a70c6b165e466ce9bc9f8b5,2
aa9b77c1dbef86e6852ea9fe549648150477ce9da3401f597e18bf2d00465309,2
aa92e22066e8c9c5304af9c06bef77ecdd582a176738252d8ca9de854d98d8fa,2
aa8f01d2196d588301086bf527ebd5af44027e3ed909d808e4949e2baf22ab42,2
aa796249741e4efd950532f79dc05f544daf757f6f6c0e71bb794fe4cf2aebb0,2
aa6d1da73a2a4ae8c102a741a5df5284ecfb66276cbc67792e44d58948c7e7c9,2
aa66be85e326ec6268b0a1ddd18201439bab8bd8cca1586f4889179b2b228377,2
aa6566745d2ef8365c6620c1e8ce882839a7f7af22b034bb55e6d5b4e72ebbd5,2
aa42b665b0ba9aa102adaef9cbe5dce856c7063d4577d8e46c179fb12bc0c447,2
aa429dbbcb6c68b672939a3d2ed07a250c4e5b47a5eebce2887bc80625b14a47,2
aa3d2a57711b1e473f1af36650ca7c853385f508c60550a97d72100e76589e85,2
aa3c498344930a0f1e27061fc7be75335dd7f5730749791fe22c36e0948e01b9,2
aa3b04cc1a495f7ec96d1f1a5fbcfcf73e96aa129ff239d611c3879d5496420e,2
aa2883528ed36852200e7957788194129dfeef9917cf9e5288277d5cc37ab456,2
aa2686783db782ec3fc23caf3524b93c9f1556cd0c6f6dae15ae24757e3400e3,2
aa24980b8592f21a3d924daa5a6783dff6021ece02325565090c958c8b4b487c,2
aa0ca4b9bee0f21886b893b292639d20eea4e8597c54111461330851151491d4,2
aa020d46f3a1fd509b262cc8e595004136c3ad9a6fe2f95a52318e98fbe01a6c,2
a9fb787d1221aaf0868a7aeee7ad1bd074bcfd161a3cfa0c8dc35b7d8cffa3af,2
a9e330b33e62c4975702e3cde0d1503f61a406f7e9c060e0fed1489a29063e2c,2
a9e00790066c6ca26e60d5cf2287fd80ca20d742968c1fb02182e362df5cbe23,2
a84f729c72e5a2d0b8f32ee51bc9f4cea61ad31a21387e85a8d63058c454b6e1,2
a8453d8d87fa4719752d9042443bd4f0160a4588ebb9afdd75cbc6931520aa5f,2
a83f64ec66755690b15db9e63cb58ce5e70279d6241bd2aea99e34b69525ff60,2
a83af956f41f8eb5425110678a5e2b4d1d80e77a1eb29b705cb9e0fb76b78569,2
a75a04c52ca19bf3d796dc473b51f6dc7798e68052a7527388074edc70f9d1ef,2
a757eeb17f935997921f83dd6131d1b064b77435bab8066319bc9ce0b891459b,2
a753c9ea386dea82975dc3327c9ae2ac4fc0990b8a878f2ef20428608cc94521,2
a74cfd353ffdca3dea0b8f7c61114ffb32ea6c976e0798754009b346edffa1e5,2
a74998b6f815165db7dbf4e2a732018cbfeb29a9184a5dabe26d89b6c427b3be,2
a7484da8ca1220bc1130ba008e7dc2f6944d0f7f398b375d7e53ace5f98fe5d4,2
a737ba16af134c451d4c9858c41016b415aa423556a56bb7911c6a6463a8b0c0,2
a7361dcc6fbcb1c3847b2e8f80a27afdf08c4f2cca62f323e0725bf30607f588,2
a7327ccd147b7fe3f3ae14b01de02cabaf9ab90452fb54abde88d23f9af143bb,2
a7280d70baae48b1edc60bde004db195aae4cab3b8fb3f2da2fc6307c097a6ff,2
a71f718fc3f65afe2c7967c31cecf42bb509109559e2670b63253469a22bf889,2
a71b3309efec56644d4dbe5164444b01099fe2a42055f3f72c9556d68370cd3f,2
a71a73bc282895b65a54dec74c200eb1223263194f226d5750ca1b532f69feeb,2
a71804c44a76de06d0205b806d5d2d7ca0800697b0a2404c557eb641d6499671,2
a71380cef0a56a1cc64a8208f8a8c197f6816ea40bf56c95238525e1cf6dd671,2
a7113fe3a019e65c37874b73cfa3d5739dc3454ee105d6bcb05fb6b99fa01101,2
a6ff78857d15a052d6f9f696698368ae8dc3640193929e3f3072519547d3a62e,2
a6ebe50ef213803f1a756e7fe810dbbdc8354900dfee909f311bf1aca0bd3464,2
a6eadd0744a278a0175e3324bf7550b24637c3e02c1aaa2292cfa49681682f6e,2
a6e3a12abe7737803c0a40b85f53d2ae7565cab639904bc20bbae524b08dca0b,2
a6dfdebdffa5d1ff2399d71143644e9d89013b83cf535af00bd9e8f1ca5960a4,2
a6d54d569692c8add50ffab074156b1c86375aae9389f6ea97eeefe772690bab,2
a6d476451e8d46b9b121a0d7f7b98fc66932475b95b82fffd1ea373a1f9692b8,2
a6d049a5a92925ed7dd647df979a6ab499176f748588c13ab5e550f18905cb14,2
a6cd3295784fe76d1e374ab0b05802534a878e531b79058f2540e6bd23077a96,2
a75e75eff6058a9d2e90797583aec95651246b861b967524a7667883238e8744,2
a767b24ca153bf120a19a17bfe41b2fbb2cb9124c9280dd899a446364b93b74f,2
a768da7d7f1f695cb81ed0107aa63969db9a41f6ccfc79c8c5ec0e4e03ad7ae5,2
a7ca4c4c333069e864631dc4c330bc94cf18021bca8f94bcadd829d798589903,2
a8389a22ffe0c3eec1dee5d9dbbdfe629b64f0d5b3d570edb5dea4983215f08e,2
a83628a78e31db774e34220cff4ab8b61b81e25d4172485e78df7483b682faaf,2
a81d36f3f74d4e55dd69735b9d81b99340c99b86fa734c6c57c22610c122b35c,2
a80ba709fa4307d910ce5b6cdda36a1caa629eb4613dd314879f10f8e2b488a6,2
a80790825fc5b781c3c329e69ce6d6d7511a60945e4f148ac1a716a0462664e9,2
a80415b0737a50015e03b4f29c7bdee56dd7ba30833571f1572594942b04bad0,2
a7fa852f016aa38844ecfcf2470205f1e950ddc5604103a473fa45cd644f055d,2
a7f8fb638a72328879b5eba0e71812eb9d85d2b4f95e7a29aa1fd51cd06c74ea,2
a7db65d001995925c923d932ce5fe1229d05a5baeab78e2394356012ee8d6f26,2
a7d99a304fd65972e492b623d2a6af40e415aa4eb13574924a9da82e980589c7,2
a7d03a7a791c349dfd09336e19c1d6b35d9a4b8814bd73aae7723b42cdbcf013,2
a7c196a7f710b1eac660a9594e0738cae450af3c32b0f7ca746512956320321c,2
a76bf352e1f8d645b56e3f782304082d391be019665b21075baad9c2515f4e88,2
a7c00ceb469ca3036932d63dbd8aa81b0d00c50f1cb5db825b18d222764d901e,2
a7c006473c348848b1262f8275175f0178a4055b26b1255b6269448320e90e52,2
a7bf4a8383b17e1d9f7f554379fdcebe2980fc6f3087ad705e57442f78a1dfa5,2
a7aa09b466bc35d0efa6f7aa29852722a3b654fa6939765badae4dadd5f82bb2,2
a7976658fa963a31c9e6358966a38ca1065f3e5d8ac4665b2688d35c278e7022,2
a78f65faefb81c8fbbc1a836a822b721f8665f7dc4b71b1cb7ea56fa53bba51d,2
a7890d4255b039fc5e7a956300f37f1b6bad4fe6288be712ca18d346d13b3fda,2
a7889235374febf101120fe057deefbb096da6fde5fe9b293606bdba77e8b2ae,2
a784e968423d7d594143eabaaa4ec7574c710973e37328fd0fb05b04bcbd5094,2
a77c0d2df87d9e86d39602fd8c1e76ed4192ea820b365e5e3cb9f7029668e2e9,2
a77453b8476c76257b7bc5d56a0645cc73dbca437215c6b4d645f38dcafffac0,2
aabd63c5d05a865e3819eefdaed7f7bc98bc5b819e83e13503320ca7787cf6af,2
aad402cae3ab9d119ef38fef120345cb97cc27a942c8f6ce6d48a5903a3d2b68,2
a6b07d82c2e79854e3dc3942b93467d616d78cbeaefbd932c1880078423fe74b,2
adad6340a5bf716d6b29b6540f4158b16f7d76626c047c004aecdd67a543bf88,2
ad9aa11aeef31fda88ed85afbfba04156e02332fb86d7840586af0e12e5d1023,2
ad9a7993a657669132f8361f76fd7c0fcb0de1ed54f8af593bfafe2e0a9e3576,2
ad9864c7cea7f9377bd51d17dbfc0d3ed6bcbc77a0d67b44be6e77f8368aadb3,2
ad938f32fca16e64f6f31123800a7b248fdfa2fb0544fe214ecd94f79cfd26ad,2
ad885618200b8682a9b11a2dfc3c95f79efcb93d5924eb57e824b94d67693943,2
ad8257dafe6460817f6ac4ec12dceda96209c0ac43e4a99f6684ce8075ca0ee7,2
ad82486cb10a2699d483664abbc198fdc5438d0678adbfb0b53d406f922cf73d,2
ad7a9931ed8710ba0ada81b8e50004a6d5c0fb186848fe3f1e530793866aae68,2
ad73de82e4ab032936599c777deb1c6c9b7a306ec4986de3e44f11042d8e259d,2
ad65375b32f9756d11b43bc1f16eb0785f41f17e835cb0659f97aacc28eab7d2,2
ad603c3d835c6315fd6a416c6bd91e7447d42929212455553a2a6c9659b72967,2
ad5f9d00e2bdac8f8aff62708b2cdd849c38e5ba877df756548e8df3963ca7dd,2
ad5ba46cf60de735ba0009926fae9ba057d30e9060f681ec6ef432411b26861f,2
ad4ca022b1b38da988d4416c342df02dc6b2f82c76419da7a4dcf0f77bd8b9fe,2
ad37dc99b0e2b2425396358cdbf071a9e34f55788188433f91e9014cbf6791f0,2
ad31db81e9d0b5deb112f460a279ab8667ae26dfc2d4b93e42281502620ea759,2
ad2bbe574ba08ef939362fb9db80ce1a4a6e408aafe6ed0420333eaccd46522d,2
ad22bd1f1481a8883247747ded4c3844527648daab74d176c78d142d71149c3b,2
ad1db427bad44ca5a0a7f000395a77c1b18eb33770eaf7e19ea72f579e2bef64,2
ad18d65fe2110b46c73faf843c5e32b35872f9c697e9f104ba0241f9b5d34dd6,2
ad0c929fd739b84c0171903be08c4d67f32bf43a2e980f32f4e4dc8848395a90,2
ad06fae78e2b13910d5d2bf4670483def1a4dca787c771136eb459de83b9e42a,2
ad01e3bed4147a33a7bf660701325cc8f98419d4a2d81d3c3e38981e64524e9d,2
acfcee713d866c104153370325ead6348e42c39fb33a935b42f1c5f6e3f4790f,2
acf78655dd998cb0dcf440371206423279c91b5bc21696432b2b3a91adf180a8,2
ada558315ea51cb83b471a6fcc6e04295dfa24a57a76738e21e42a7f72445fbb,2
adae7ea3f39a40875e949fbdcb461e954d3922f3d3a611d1fabb79c47080ed58,2
aadd6a4eda20a30ddbf04966b8469ad978b9f283ed97bbbfb3d04392057eae46,2
adaf189ef6048744ea55c1f2a2f0f97ee9ee50f1fad8f1f8e9452c475038bc31,2
ae80cf480e581d521a9ca666e295ef118c33218497fb7fda56923e3107586992,2
ae7ee72a8e05ab75868d0b4ffdc606617cffb12e8e44baf847614028c049a4b3,2
ae6b0302579126c3f9aff7fdaf3e600e551820d899b03a4365666964a302bdf6,2
ae62109a7c805a6c8315e969e1893047cc7afb348ee95dd650ecc50708a4ef8b,2
ae5de2128bf7c0f2d04e910933f0b1cbb75a90f916a09e33c5931c1eb255139c,2
ae55853e7bdb4ad8109640a7e890577b138a78380763878ed724c7b994b61cff,2
ae519058c29043c93bad7a9cc9c68763c3b418474d2d72db5491413af724b8ed,2
ae451c59cd7bceb983cbd763959e8a35f7ef9302f9f348991ddffa79602ece53,2
ae400dc297a6de6b544f6f1063f8bc084b8e562f59eceb5c54b3b769e8812eea,2
ae3af3260c6eb721f0aa4956206959456b9a4167439a629528a7887e48646a05,2
ae0792d324152b3a43c368ac19a71e4ded8ceca5e0e5ea293489368930648ad6,2
adfd9c8c9c1c635621840b23c8ff8017123d84757d10406e8ba3791ab67a2865,2
adf60a754cbb7d688a55b829749af1f050659133d4d68a52916170c9db733dbe,2
adf3f7290f2aa483293e8932231a27b96983310eb9a9e3ef36e22a256e3e6259,2
adf11d7675d91ffe9328ce09f902eec58458d01796d37bef64282daa86de5da0,2
adde0693b4f8272d418ead7cbc90250554b047b00bae4171ff219272c765a452,2
addcc41531cd29e71421d90c0aea48ba7312fb0d3e2bca2be91a16fd8510ee59,2
add8e272c43a0a7a75bcb9d418ee71de4dd587d0c3c9c9a16e47d5e6e2c6db2a,2
add1dc55e0a19c6de0f0df751cc641820be9a2b44283446a48a2b89d20a39079,2
adc578c4adced11b9e6e519853a515c47642773a12e621c6146898ef82c3cd4a,2
adc394ab64421876fbc2adfb362f2724d5b57ffdee0e6778a71c444b6f9857df,2
adc2889e169c11a9499a30f68c75660f3fd6ac48d161ad4104a093f8cde8a93d,2
adbb3f9e7a8bbf4b7bbde0ad27978ba04280a6771cacd555d60202eb1dd62bac,2
adb76747fe5f0879849d63150008106e9b529456dc94a13876ca4a2c55b6ba2c,2
adaf55d325c3b1c6f006ce8c832cdf1f4f9f9c297ba07bc73c409fc0882db090,2
ace801f065fb715db5ec1ec608e1bc1390f3b394055a35a628e18ffd834a20b1,2
ace4189797b3a12cdf9efb0862701f280ce340d23b2112af75fe79649c61a0fe,2
accffdf0e65c552bc9a8943a9f0c7f4445a2671a7e863f727226ab94250a7ca3,2
accc7b702313aa2b2ed05e14899d56cde2376fa44001736710746e283b4982fe,2
abfa1c4fc9abba8e3fec293e46203ea3aaeb006fec865aa022affa968192972b,2
abf8a7f721b0e8ca1841f19abaf6845e940f3ef76d3c1b43a4f88c42f7dd6240,2
abe6ba59be4d9db39cae4baac7cf612f26971ad57fbf778199979506fc8f89b2,2
abe6a02c7544982a2fbc61ab2c68111291ab6fddf090f9565ec49a4ce52e2e9e,2
abdee7f48909238d9965c61f86054dcf2f56b63b58f46eb4cf26ef7319645644,2
abdcfc2851f8b391dfe0a314ad6a6c7fbc0685d9eea48e8cbd287f1c69f8727f,2
abc75f9e84cfa9d95c12d710b5275a8342e81084a763da51417d8721c47be6a3,2
abbe8bae1c021175fc9ea56a82390031afb50db8a744ea611adb8ea8caef44da,2
abb299d26fa018b6abe0816f09acad4c15703d7906b73ad7c1c6c539d931b6aa,2
aba5de5e66261e0d01f1d0b56a1057958090be132c57d228d5c4502349b53e02,2
ab841958ecdd3085bc56176e79ecc584f7dce4ee71ec3f82b9763ba7d6c1da06,2
ab83534771a915318fa69e65fca8e958178549585a57009629cabdaf889b7ee8,2
ab75cc5bbf37bd57cae5f9ff63249089cab67bb2e51ec3a6f195ad715278a8f7,2
ab6f8a886b06a7ff4b6321608653525df35693136b7e5c536e920c55b9b5f62f,2
ab6eac3d9296525ceeb3e13379e2b68f237a60b007dfe4746a89d77986f4bc17,2
ab5157abbc0d3aad02cc2c9b402c489e7264fcb0d845f904d57e108947ba381f,2
ab39087d6e19e21280a6196c267278c2903082994399966865056d4b354cdba0,2
ab2fb553c93eee0034e0c51196bfff2306119d6bc0273dbb7eb3f5c8b3a3de58,2
ab2e6e0eaaf367c855e94da4611e1de225d7ac1f366185977544d932cab7bdee,2
ab1cb69c5e846a89327b5e9aef4cade2a96163a45a1dafc4d5d89c5804f548fe,2
ab023619fd1c56f70db4ea7ee3edfd9a24171f5d0ada1664809cc65024bb1a2f,2
aaff0a43ea12f3fd66305922c2ae760bc1fe7fc292c04d16973a73f405ea9c92,2
aaf5f13cf24937fd9e03aaf7731f88bdb4a982dbb8feea8f51ab113d7fa0103c,2
aaf282a86323d62f1af8472783d347c22c0f8649542eaa7aa18269efcb4ef0d0,2
aaddcc39fdb2e051df6d6d9de22dfcfd043edbb6c466a1d5cd40924c40d1e020,2
abff3a549871c39c005e624a4ed3559c0ab16d2daf2832d5439fc16e4abfc09c,2
ac047e91d1fb98e766892cad0813de75b55a39355a361deb0efd2338c8013080,2
ac12810fc35fcbf4e1f0509ff999e046998ff38eb37eb2dde3db8f8d5fe55459,2
ac6522df7c27f65667de5ef4761f4a616607073b80cf6c39dbba2e528f448358,2
acc322c77527ca93978b6ab43bbd6a0443b713f96041e00a1eb5ebda64dcb57c,2
aca7b1f44e561914faf7a1237b5c1853d9e397f943bdbecbf91fc5162bc330b8,2
ac9d536e6467a5d6fe2611147be30512478eaed14b60484f27822289d71b1fa1,2
ac9c343541542772c4f6dab3dcab42e9327f831cfd7a3ca6f0abd64f0f46561e,2
ac97fced5fca958650468f16a76bcd2f247c22644a10874080d43498db8dd505,2
ac975ce72ff3d6f4e543e4b09c473b182edb46ad841376597a50b4b4c9384fa2,2
ac96b519a4c51f0c553834797d51180c9111a74c63734a9977a03fa3124b2577,2
ac88266f7197c33ddb5ead769a800bdd4aef421bb29296046bf5a3457e88c89d,2
ac8341f3827bb396ea9ac79f50a94d1aa225c2afe2c2c27e0dd59e7f1ef18874,2
ac7035b6f7562f9f90026cedbffba2c1cf90c3966fea5c8342a8e3cc8c03c3ad,2
ac6ecb5536e978456703b8128739810001c34e496e77a3384eb78de22db3a45b,2
ac5bc2b8b6e007bd9c36d7116f574a215a55d7803edf4a7304a5a9e249eefce2,2
ac15a44006270423a9307ea2bbd1baf341858367ab749dd35a6d258d040bdf6a,2
ac5ba1857188477c6d22f7cfa0d627494ca265ab4198aa814c0ff413ddf0bbd6,2
ac3ae239b46b4f18c2441cb997702cc2116e5ef850cd4fd87e1db399a9fa5a52,2
ac3825bcfe6bc6685b097e5bad38aec8f1dd762ae097d5f0d2fe04a9e8131b10,2
ac37eac0c01abd712227461457015d968ad93f7a4919116658ca13347f38b228,2
ac37b8cc002c845a1b8201d44d325dca308566f66a7bc7af24732ad7ed94db47,2
ac37276bebe98b0bf4708f9f9e51da169732a78afb07cda05ab930f783b6b3c5,2
ac2815c2f51b103508b661bd6122c2bec9567f2723c3179e2dae457747a07d01,2
ac218041bd84e29f9415861b4ebc8ad22489d43a523d6cee8de98a9570be6b0c,2
ac205cd8f693b4dcc6d6579e387c34ed7db4de9a2746eb7060eadd77d35b9075,2
ac184e0d57cb4c9f1b845df1bc286638bc20ea0f59e9763e163b3dcf8fa07769,2
ac17a262d5aac63df35055d569bf1d76b5700412eede00023c4a0c4e950a3830,2
a6c0ec51c5094847c1caf1e463b81a469e5e3572c248fc6afc43182947f14a68,2
a6aa8db2759507e5e50d4cef1d62326621a7da783240de58d38f10ebe3abaaf8,2
001778577415965644059f97b5631f361ab845c52996412d48efceaadf1a1a54,2
a19f2a2f2cd59315f7a7abbe0c5ec9f51c6ed77dc545b44362c0cfeac84a3f7a,2
a19acf78e2320bde185f27f5549248b730bf6d7e751466a5e39c131fa0cf25f8,2
a18530be61eacf891980765acb0397ae0d1d9890abce6e10b054d685765d610e,2
a17e89850d21e28f43ac4f66161186cec44fc7fa95d821643c935688f8795158,2
a16fb8171d859d835eab89429814e9fe0b19ec6df55aed0dc3fbc6ec228f9d72,2
a164dcddba251a1d53de3946def203c21e51e1d481c52804b73aaff646338575,2
a157c4d8c8cb4f9695db53e11bd03f3a5c3dcae005e09b7a3c4224550dc3a41c,2
a148eae19e67e877e3774eefab6ebe03af8393f68f4e5fc5b7270cb9237791fe,2
a13d6ac9ff206bf0ad6a60476484011330179ad25258ab74bf6642a48d9a12e4,2
a138fb02747094dfb74727d41ea558ff6056544c67830d2683997d2f6f62b739,2
a135cf99b5a257be1862a6514ee8e07b3e948da2c602fcb79e0513516da122d4,2
a12e4af773f360e906b6c9e3daadd22f8418b6fa8a7ae0e80afefff8943dc2e0,2
a12e1c25f4b05f84dcca3a19923672794e8a7c4d18a2bf687893b426cdbe07db,2
a11f4a0fef516c6fe5e953a6b84f4c4c17d984c6cd88b10c0bbc5cd56ae64b0e,2
a1163fc405a561e5ea835fb197647539f2125d3b34bad2dfd496feb82e7f782f,2
a111420a9c2eca9410161bd70cff04e52f0257608b8e2b9058d603ad70d5cf3e,2
a10a5c367187d45903ff3973c9423ea86891ab2d4f5880915d77d0bb4803323d,2
a0dd4e2b608855ee875af9f72edd4c6bdcdc621dfe0bfbc099b1c4c631a724c7,2
a0dba52652d204f9bc806dcf7ace8d37969461f76fcd6e2b5e52cc41d899be0d,2
a0d9575d39f76308594675f201780eb61a532d7001b73d227787eae304f9f119,2
a0d4ed880ac95d39c50dd3ae642c6058b676e29178e5e447458c1ffcb991aa74,2
a0c5b1ee5bbecdb4ff47795900103825ad6141383bd80b2cce1d5ad9ff6369d5,2
a0c32ab79dc277aceacc4e3d19bac58e4f1726dc489e317b141902b5ffd2ce42,2
a0c1bd3abff9d9d00a88f7ad0bb285c066de2aa8e8f0bc28f315209f5dd03f25,2
a0bb1f4b437e9fdf1d707a37df6c4207ca5b221785caffdd68928687ab91435f,2
a0ae1a9805c2848c917d37b1bbcc3f9f5579b6cc9cda36f02611238bed9f5cd5,2
a19b964fbeacf1af583f63c638cd378f0def580539e4149d084c015f9d7e2ecc,2
a1a1c9c83893292153081ba57a797af1be6dac256dc3c7b7f35f09d7f70a9fd7,2
a2903b6868ab5bf49dc9d9d620b2e8c476e71bed79da6312d488d531fe2e12df,2
a1a44deb51991f40955e13bbdf5121d27c4fc5cc5fc8fe0d42b4e2738b1b37dd,2
a2679782557537cfbc936ed5739850482745a5051e5eb9cd2c9b2233067bb412,2
a261c97cb9666127fb8444fe2ac167f77d1a98e81f2a26c8354560ddc46bd9c9,2
a25d8b2d7bf486919810fef92a2e5e61abbb671d85bcbdbd2520e7185419468e,2
a25a30bf3dd6cf82e249a8734493ed0bb89247e52d6431cf8a5ae5971218612d,2
a255b8e18f8d15c913c428482ef4d0907834e68e3c170220c2053213e17f1f37,2
a25596ac43961e2facc204338181147ceca3a71b0f229a6f4530855b00c6bd73,2
a254ad12e027e518f62daffa5cd64395003747062972152354bbffb468d6c489,2
a2507f2efc9d14ce26bc4547f4ae33fc450db3168fea1d57b00d829f26899ad8,2
a24202d6ae1c458a9e9de92ebd65e72b1f295a24882ed5b8d11f9a00e7e975cb,2
a23b480717560d885128fa3b2e6cc1beb914454049c6cbc31e55d94a41c13ad0,2
a2214398a61e7eac1f1c9f3b9bdb9e54c31146b92ff21e0dc7e4d5e5e540a4ba,2
a208c5ff8920a59d617a8f200c93fd83b4e7581223e8fdda4972b183f086e905,2
a2074eb822fffbef19b5ddcc688c9b39b0e5baa89a0d0bae27e7abfb6420196b,2
a1f94f48c245cac3ec609c1d95a3fb5336c176f6119d1f7948cb7afdaea79cc5,2
a1f6dd7962a0a23fa7efb42ba765fe82a845cc4a1e5ff36880b03184d1b5bb4d,2
a1f5aba7d10cfef61d663de65187f2efadbf3277e4563461cf043b9367cbaa61,2
a1f33ec3cbbb1f627cc043f993774f1c3f6f52e5e9c634dc89d2932e773898c8,2
a1ecded3eda92bad3ae2402aa05f7c803fd204577a0cdcd63727746ce55b7b33,2
a1e2bb52347eb1c8b94f8b9a9e25a121b2faef8ad801f4b80f5415e9376a81a7,2
a1e0c159a3a11a503c81b30cca548064a4c063c478fb2f8d9d26288b4e01bd46,2
a1cf1810ac66f5d0f568e92db455f0b1969fed2174434b91507408a0969f2ecc,2
a1c9f98fc77ef04e8a8466c0fe25b3e37aa7bb2c5c583735d3f116f68d8c98a2,2
a1c3dc73ed1d14f950ddefb42caa8403ab67d0aa66120bd8c3064f7d93f6185e,2
a1b247e98e3133852455a6e0cf8d6685d42bd3e873d151133f7d8ce6673c6e5c,2
a1ae45bbdaa5a6d6de0069197d2362505c5d27f9b67ca28db484a7321129a96a,2
a0ad749ce94d97996f4857f2f6ac86ec8494be562f821103b8162d36ad94240d,2
a09e23e05abe1a455c65ec630926c9ac817f315f39d100d5ae41090794c614c3,2
a08824fc677215012df98ecc266c5001626dfe7978d927e2758bf79d6e37e99c,2
a08762ff64da8970fa06884825a1492079d4c4089972d6d8ca89b7721086dfe9,2
9f4ce0a47666711986805d334449bfca600ece62ad1e6ad433cdef10420a14e1,2
9f406aafe20185d4e25a43b28228b50cbe7c6abec605bf75df15ac3f46229e4c,2
9f369c0c56fcc2a06ac6e83912d6c1a8e91f94ce348d04c9aeeb5837f3e4fa35,2
9f3020bc27db8a60105a4415bacfb5db918c6ed7036fb2bed2b8c1064cf46795,2
9f203f6865c40bb78af77982c77668f4cb7c366ad5acb3a5c58437d714a5ead0,2
9f0724018ea0a7768a8e3a69a052657c0158976bba3cabdccc8e9d2778914cc7,2
9f01efa1fa5ae9736324d3691439562b53a7b4d1fbf50953757857b6ee2af3c4,2
9ef42bb4a4101ca84025d7d1bf736900d5ab563a95be7c0d8a939e80c9848640,2
9edae62426bf1fd6f34f1b36eda6302bf34e176ec15da73470f71b85530b5be8,2
9ed8c0f7106d8af979dbe46f00902058c2c5baa6c2b4d89471d803b03abe000e,2
9ed7456a17170435f55ae5d2b37b178bdb65768b4574285ab0f9d7bf60c7abf1,2
9ecec9118d9bee8799ed074a34a53481062791790d97d1d0c4709507b0c891cb,2
9eccda4893bb823074d8a1bfd4f717c92b2dae2d69f956c4dfd7c41532353a74,2
9ec6b7955d937425ce38f4eb8e27ecb10ed573af9361a262166f3ceac6d278ba,2
9ec3e863402496c3c6b37bb5c966bb505b5423649ca8627f863e58cb25f1331e,2
9ec3a1f3a11e3aa78d6d0b30c1cbd9f707c3f900e4c236c24a07ee0a73e66480,2
9ec1dc943f1f937924533d74bda2bd8e783c2d3043a613a4d89a42265d17d366,2
9ea7697a67469083b0a0d7be2410d59a0129c68c01914d64b16943b091b972e0,2
9e9bbce8fdb650252bc3d42c7819d442a69a3e8dd3db1b4c3a5fcc2dac55d3ad,2
9e93f386e821c0a22fed167eb9dc943f4298b77448c349b7d95beabfe5b196d2,2
